[2026-07-27 00:58:25,161] 17 root - INFO - Initiate the data ingestion
[2026-07-27 00:58:32,478] 65 root - INFO - Performed train test split on the dataframe
[2026-07-27 00:58:32,478] 66 root - INFO - Exited data_split method of Data_Ingestion class
[2026-07-27 00:58:32,479] 74 root - INFO - Exporting train and test file path
[2026-07-27 00:58:32,524] 88 root - INFO - Exported train and test file path
[2026-07-27 00:58:32,525] 19 root - INFO - Data Initiation completed
[2026-07-27 00:58:32,530] 22 root - INFO - Initiate the data validation
[2026-07-27 00:58:32,558] 32 root - INFO - Required number of columns : 2
[2026-07-27 00:58:32,558] 33 root - INFO - Data frame has columns : 31
[2026-07-27 00:58:32,558] 32 root - INFO - Required number of columns : 2
[2026-07-27 00:58:32,558] 33 root - INFO - Data frame has columns : 31
[2026-07-27 00:58:32,559] 43 root - INFO - Required number of numerical columns : 31
[2026-07-27 00:58:32,559] 44 root - INFO - Data frame has numerical columns : 31
[2026-07-27 00:58:32,560] 43 root - INFO - Required number of numerical columns : 31
[2026-07-27 00:58:32,560] 44 root - INFO - Data frame has numerical columns : 31
[2026-07-27 00:58:32,700] 24 root - INFO - Data validation completed
[2026-07-27 00:58:32,700] 25 root - INFO - Data transformation started
[2026-07-27 00:58:32,700] 51 root - INFO - Initiated Data Transformation
